Name,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Rashard Lewis,27:19,3,11,.273,0,6,.000,0,0,,0,4,4,0,3,0,2,1,6,-3
Ray Allen,24:56,4,13,.308,2,8,.250,1,1,1.000,1,3,4,2,1,0,3,3,11,+1
Chris Andersen,22:06,4,7,.571,1,1,1.000,0,0,,6,3,9,0,0,0,1,1,9,-1
Norris Cole,19:36,4,9,.444,0,1,.000,3,3,1.000,0,2,2,2,1,0,3,2,11,-10
James Jones,17:56,2,6,.333,2,5,.400,0,0,,0,2,2,3,1,1,0,0,6,-10
Juwan Howard,2:04,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,-4
Jarvis Varnado,2:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-4
Ray Allen,33:16,8,18,.444,1,7,.143,6,7,.857,2,4,6,4,3,0,1,4,23,+6
Chris Andersen,26:40,0,3,.000,0,0,,8,8,1.000,2,5,7,1,1,3,3,1,8,+10
Norris Cole,21:23,3,5,.600,0,2,.000,2,4,.500,1,2,3,2,1,0,4,1,8,-5
James Jones,18:13,1,3,.333,1,3,.333,0,0,,0,5,5,0,0,0,0,2,3,+2
Ray Allen,24:48,5,6,.833,3,4,.750,4,5,.800,0,3,3,1,0,1,2,2,17,+10
Rashard Lewis,24:03,7,11,.636,3,5,.600,2,3,.667,1,0,1,1,0,0,1,1,19,+19
Norris Cole,21:30,4,7,.571,3,3,1.000,1,2,.500,0,2,2,2,0,0,3,0,12,+17
Chris Andersen,19:10,2,3,.667,0,0,,0,2,.000,2,3,5,0,3,2,2,3,4,+11
Joel Anthony,2:11,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,-6
James Jones,2:11,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-6
Juwan Howard,2:11,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-6
Rashard Lewis,21:31,1,5,.200,0,2,.000,0,0,,0,4,4,0,0,0,0,5,2,-6
Ray Allen,20:06,1,6,.167,0,1,.000,0,0,,0,2,2,1,0,1,4,1,2,-12
Norris Cole,16:50,1,4,.250,0,1,.000,0,0,,0,1,1,0,0,0,1,2,2,+3
Chris Andersen,15:03,4,4,1.000,0,0,,7,11,.636,3,4,7,1,0,1,1,3,15,+5
James Jones,1:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Joel Anthony,1:09,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0
Ray Allen,30:35,5,7,.714,2,3,.667,7,8,.875,0,2,2,2,0,0,0,1,19,+9
Rashard Lewis,18:55,4,5,.800,1,2,.500,1,2,.500,0,5,5,1,0,1,0,1,10,+1
Udonis Haslem,11:03,0,1,.000,0,0,,0,0,,0,3,3,0,0,0,1,1,0,-2
Mike Miller,6:36,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,+8
Norris Cole,6:21,1,2,.500,1,2,.500,0,0,,0,0,0,1,0,0,1,2,3,+5
Ray Allen,26:45,2,5,.400,1,3,.333,0,0,,0,2,2,3,0,0,2,0,5,-13
Norris Cole,22:59,3,6,.500,0,1,.000,0,0,,0,0,0,1,0,0,2,2,6,-4
Rashard Lewis,20:22,5,9,.556,4,6,.667,2,2,1.000,2,4,6,1,0,0,0,1,16,+2
Udonis Haslem,19:29,1,3,.333,0,0,,0,0,,0,5,5,1,0,0,0,1,2,-5
James Jones,3:06,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-1
Mike Miller,3:06,0,0,,0,0,,0,0,,0,2,2,1,0,0,1,0,0,-1
Josh Harrellson,1:58,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0,+2
Ray Allen,28:40,8,12,.667,6,10,.600,1,1,1.000,1,4,5,1,2,1,1,2,23,-4
Mike Miller,16:09,1,3,.333,1,3,.333,0,0,,0,3,3,1,0,0,0,1,3,-6
Rashard Lewis,15:10,1,2,.500,0,0,,0,0,,0,0,0,1,1,0,0,3,2,-5
Joel Anthony,7:19,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-7
Udonis Haslem,5:16,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-6
Ray Allen,28:25,4,9,.444,3,4,.750,4,4,1.000,0,6,6,6,1,0,2,2,15,+15
Norris Cole,19:53,2,3,.667,1,1,1.000,1,2,.500,0,1,1,2,0,0,1,3,6,+1
Rashard Lewis,18:56,2,8,.250,2,6,.333,0,0,,1,5,6,2,0,0,3,3,6,+1
Udonis Haslem,18:50,5,8,.625,0,0,,2,3,.667,0,5,5,0,0,0,0,3,12,+9
Terrel Harris,6:11,1,2,.500,0,0,,0,0,,2,0,2,0,0,0,2,1,2,-4
Mike Miller,4:22,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-6
James Jones,3:59,2,3,.667,2,3,.667,0,0,,0,0,0,0,0,0,0,0,6,-3
Joel Anthony,3:59,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,-3
Ray Allen,26:43,4,6,.667,1,2,.500,0,0,,0,3,3,1,0,0,1,5,9,+12
Norris Cole,20:32,0,2,.000,0,1,.000,2,2,1.000,0,1,1,4,1,0,2,2,2,+21
Udonis Haslem,19:39,2,3,.667,0,0,,0,0,,0,6,6,0,0,0,1,0,4,+13
Rashard Lewis,19:11,6,9,.667,1,3,.333,0,0,,0,0,0,0,1,0,0,1,13,+13
Mike Miller,4:21,1,1,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,3,+4
Joel Anthony,4:21,1,1,1.000,0,0,,0,0,,0,2,2,0,0,2,0,0,2,+4
Josh Harrellson,4:02,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,1,0,+4
James Jones,3:43,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,+6
Ray Allen,24:03,6,12,.500,3,5,.600,2,2,1.000,0,1,1,1,0,0,2,4,17,+2
Udonis Haslem,23:57,1,3,.333,0,0,,0,0,,1,9,10,0,0,0,2,1,2,+4
Rashard Lewis,20:33,3,6,.500,1,1,1.000,0,0,,0,0,0,1,1,0,4,4,7,+6
Norris Cole,20:20,3,7,.429,0,2,.000,0,0,,0,2,2,4,1,0,0,1,6,+2
Ray Allen,25:18,2,7,.286,1,3,.333,0,1,.000,0,1,1,2,3,1,2,0,5,-23
Norris Cole,21:46,0,3,.000,0,1,.000,7,8,.875,0,4,4,2,0,0,1,2,7,-3
Udonis Haslem,21:03,1,3,.333,0,0,,3,4,.750,0,1,1,1,0,2,1,3,5,+1
Rashard Lewis,13:16,1,4,.250,1,2,.500,1,2,.500,1,0,1,0,1,0,1,2,4,-8
Joel Anthony,4:37,0,1,.000,0,0,,0,0,,0,0,0,0,0,1,1,0,0,+4
James Jones,4:37,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,+4
Mike Miller,4:37,0,0,,0,0,,0,0,,0,2,2,1,0,0,0,0,0,+4
Josh Harrellson,3:30,2,2,1.000,1,1,1.000,0,0,,2,2,4,0,0,0,0,0,5,+9
Ray Allen,25:35,3,7,.429,2,5,.400,0,0,,2,2,4,3,1,0,1,2,8,-2
Udonis Haslem,15:23,5,6,.833,0,0,,0,0,,5,2,7,0,0,0,0,2,10,-11
Norris Cole,14:47,1,6,.167,0,1,.000,0,0,,0,1,1,0,0,0,3,3,2,-12
Rashard Lewis,9:10,1,4,.250,0,0,,0,0,,0,0,0,0,0,0,0,3,2,-4
Ray Allen,26:33,4,6,.667,1,2,.500,5,6,.833,1,2,3,2,5,0,1,4,14,-5
Udonis Haslem,20:15,1,3,.333,0,0,,1,3,.333,2,4,6,0,0,0,2,3,3,+1
Rashard Lewis,14:19,4,4,1.000,3,3,1.000,0,2,.000,0,0,0,0,2,0,0,3,11,-10
Norris Cole,13:46,2,4,.500,0,1,.000,0,0,,3,0,3,2,0,0,3,1,4,+7
Joel Anthony,6:06,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,0,0,2,+12
James Jones,2:28,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,+7
Terrel Harris,2:28,0,1,.000,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,2,+7
Norris Cole,38:41,3,12,.250,1,2,.500,0,0,,0,1,1,3,1,1,3,1,7,+5
Ray Allen,25:58,2,8,.250,1,4,.250,4,6,.667,1,2,3,3,1,0,0,1,9,-3
Udonis Haslem,17:41,4,4,1.000,0,0,,0,0,,1,3,4,0,0,0,0,2,8,-8
Rashard Lewis,11:43,1,3,.333,1,3,.333,0,0,,0,2,2,0,0,0,0,1,3,+2
Joel Anthony,4:51,0,0,,0,0,,0,0,,0,1,1,0,0,2,0,1,0,-4
Ray Allen,24:42,3,4,.750,0,0,,3,3,1.000,1,2,3,3,0,0,3,3,9,-14
Udonis Haslem,17:53,1,3,.333,0,0,,0,0,,2,4,6,0,1,0,2,3,2,-11
Norris Cole,16:09,2,7,.286,0,1,.000,0,0,,0,0,0,2,2,0,3,3,4,-3
Rashard Lewis,10:39,2,3,.667,1,2,.500,0,0,,0,2,2,0,0,0,2,0,5,-15
Joel Anthony,3:27,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Ray Allen,30:29,4,10,.400,3,5,.600,6,7,.857,2,1,3,0,1,0,1,1,17,+11
Udonis Haslem,18:21,1,5,.200,0,0,,0,0,,2,6,8,0,2,0,0,2,2,+7
Norris Cole,17:22,1,2,.500,0,0,,0,0,,0,1,1,6,0,0,1,2,2,-5
Mike Miller,13:19,1,2,.500,1,2,.500,0,0,,0,1,1,2,0,0,0,0,3,+3
Joel Anthony,2:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-6
Ray Allen,22:58,6,11,.545,3,5,.600,2,3,.667,1,4,5,1,0,0,1,2,17,+2
Udonis Haslem,19:35,1,1,1.000,0,0,,0,0,,2,3,5,3,0,0,2,2,2,-12
Mike Miller,14:35,2,4,.500,1,3,.333,0,0,,0,1,1,1,0,0,2,3,5,-7
Norris Cole,13:09,1,3,.333,0,0,,0,0,,0,2,2,2,0,0,0,3,2,-9
Joel Anthony,5:09,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,-3
Ray Allen,27:02,7,15,.467,1,3,.333,5,5,1.000,0,0,0,1,1,0,0,2,20,-3
Norris Cole,19:44,4,9,.444,0,2,.000,0,0,,1,1,2,2,1,0,0,3,8,-12
Udonis Haslem,17:58,2,4,.500,0,0,,0,0,,0,4,4,0,0,0,2,3,4,-4
Mike Miller,16:33,1,2,.500,0,0,,0,0,,0,1,1,1,2,0,0,1,2,+7
Joel Anthony,2:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,0
Norris Cole,29:53,5,10,.500,1,1,1.000,1,2,.500,1,1,2,1,3,0,0,4,12,+13
Ray Allen,26:54,5,7,.714,2,3,.667,1,1,1.000,0,4,4,2,1,0,1,4,13,+20
Udonis Haslem,21:46,0,2,.000,0,0,,0,0,,3,4,7,1,1,0,1,6,0,+17
Mike Miller,20:02,1,3,.333,1,3,.333,0,0,,1,2,3,1,2,0,0,0,3,+3
Joel Anthony,5:04,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0
Terrel Harris,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
James Jones,1:00,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,0
Dexter Pittman,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Ray Allen,34:52,4,12,.333,3,9,.333,0,0,,1,0,1,1,0,0,2,2,11,-1
Mike Miller,29:19,4,10,.400,3,8,.375,0,0,,0,4,4,1,0,0,1,4,11,+1
Udonis Haslem,17:29,0,3,.000,0,0,,0,0,,0,3,3,0,0,0,2,3,0,-1
Terrel Harris,11:58,1,4,.250,0,1,.000,1,2,.500,2,1,3,1,0,0,0,1,3,-1
Joel Anthony,8:56,3,3,1.000,0,0,,0,0,,2,1,3,0,0,0,1,1,6,+1
Ray Allen,33:13,4,8,.500,0,3,.000,1,1,1.000,1,5,6,2,1,0,0,3,9,-15
Mike Miller,25:41,2,5,.400,2,3,.667,0,0,,0,3,3,1,1,0,0,1,6,-13
Norris Cole,15:21,0,3,.000,0,1,.000,0,2,.000,0,1,1,1,1,1,2,2,0,+4
Joel Anthony,13:47,2,4,.500,0,0,,0,0,,1,2,3,0,0,1,1,3,4,+3
Shane Battier,8:52,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,4,0,+5
James Jones,2:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
Terrel Harris,2:18,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,+2
Shane Battier,29:13,3,5,.600,2,3,.667,3,4,.750,0,3,3,2,0,1,0,0,11,+22
Norris Cole,23:41,3,7,.429,0,0,,0,0,,0,2,2,2,2,0,1,0,6,+13
Mike Miller,16:46,2,3,.667,0,1,.000,0,0,,0,3,3,1,2,0,1,3,4,+9
Ray Allen,15:51,4,6,.667,3,4,.750,0,0,,0,3,3,2,0,0,2,3,11,+11
Joel Anthony,13:55,1,1,1.000,0,0,,1,2,.500,0,3,3,0,1,3,1,1,3,+10
Ray Allen,26:34,1,8,.125,0,3,.000,1,1,1.000,1,5,6,3,1,0,1,1,3,+5
Norris Cole,23:06,4,4,1.000,2,2,1.000,0,0,,0,2,2,4,0,0,2,5,10,0
Shane Battier,18:57,3,5,.600,3,5,.600,0,0,,0,0,0,0,2,1,0,2,9,+8
Joel Anthony,18:09,1,1,1.000,0,0,,0,0,,0,0,0,0,2,2,0,1,2,+9
Mike Miller,8:18,1,3,.333,1,3,.333,0,0,,0,1,1,1,0,0,0,0,3,-3
Ray Allen,28:13,6,10,.600,1,4,.250,1,1,1.000,0,4,4,4,0,0,2,1,14,+5
Shane Battier,25:06,1,6,.167,1,6,.167,0,0,,0,1,1,1,0,0,0,0,3,0
Norris Cole,22:12,1,4,.250,0,1,.000,0,0,,0,2,2,0,0,0,1,2,2,+6
Joel Anthony,10:18,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-1
Mike Miller,5:39,0,1,.000,0,1,.000,0,0,,0,3,3,1,0,0,0,0,0,+1
Norris Cole,21:54,1,6,.167,0,2,.000,1,2,.500,0,0,0,2,2,0,2,1,3,0
Shane Battier,20:19,2,7,.286,2,6,.333,0,0,,1,1,2,2,0,1,1,2,6,+7
Ray Allen,15:57,2,4,.500,2,3,.667,0,0,,1,1,2,1,1,0,0,2,6,0
Joel Anthony,12:50,2,5,.400,0,0,,0,0,,1,3,4,0,0,0,0,1,4,+2
Mike Miller,10:14,1,3,.333,1,3,.333,0,0,,0,1,1,1,0,0,0,0,3,-4
James Jones,7:13,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,1,0,3,-2
Rashard Lewis,7:13,1,4,.250,1,2,.500,0,0,,1,0,1,1,0,1,0,1,3,-2
Dexter Pittman,5:34,2,3,.667,0,0,,0,0,,2,1,3,0,0,0,0,1,4,+2
Shane Battier,29:18,3,8,.375,3,7,.429,0,0,,0,5,5,0,1,1,1,3,9,+8
Norris Cole,25:01,3,6,.500,1,2,.500,1,1,1.000,0,2,2,4,2,2,0,2,8,+1
Ray Allen,20:49,2,7,.286,1,2,.500,3,3,1.000,2,0,2,2,2,0,2,1,8,-5
Joel Anthony,20:12,1,3,.333,0,0,,0,0,,0,1,1,1,0,2,0,2,2,+3
Mike Miller,7:15,1,2,.500,1,2,.500,0,0,,0,2,2,1,0,0,0,0,3,-1
Shane Battier,24:34,4,9,.444,3,7,.429,2,2,1.000,0,4,4,2,0,0,0,3,13,-6
Norris Cole,23:08,3,6,.500,0,2,.000,0,0,,0,2,2,1,0,0,3,3,6,-18
Ray Allen,18:29,4,7,.571,1,4,.250,1,1,1.000,1,2,3,0,0,0,2,0,10,-16
Mike Miller,18:07,2,4,.500,2,4,.500,0,0,,0,2,2,1,0,0,1,0,6,+5
Joel Anthony,9:59,1,3,.333,0,0,,0,0,,3,2,5,0,0,0,0,0,2,-7
Rashard Lewis,3:17,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-9
Dexter Pittman,3:17,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,0,1,2,-9
James Jones,3:17,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-9
Ray Allen,24:32,4,5,.800,2,2,1.000,3,3,1.000,0,3,3,1,2,0,0,1,13,+9
Norris Cole,19:41,2,6,.333,1,3,.333,0,0,,0,1,1,2,2,0,1,3,5,-4
Joel Anthony,15:43,2,4,.500,0,0,,0,0,,2,1,3,0,1,1,3,2,4,+1
Mike Miller,11:59,2,3,.667,2,3,.667,0,0,,0,0,0,1,2,0,0,2,6,-8
Terrel Harris,1:51,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-4
James Jones,1:51,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-4
Dexter Pittman,1:51,0,0,,0,0,,0,0,,1,1,2,0,0,0,2,2,0,-4
Shane Battier,23:30,0,5,.000,0,4,.000,0,0,,0,0,0,0,0,1,2,4,0,+4
Ray Allen,22:21,1,5,.200,1,5,.200,4,4,1.000,1,3,4,1,0,0,0,3,7,+1
Joel Anthony,12:31,0,0,,0,0,,2,2,1.000,1,3,4,0,2,2,0,1,2,+3
Norris Cole,9:47,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,1,3,0,-6
Mike Miller,7:14,2,4,.500,2,3,.667,0,0,,0,2,2,2,0,0,0,0,6,-3
Shane Battier,23:48,3,5,.600,3,5,.600,0,0,,0,3,3,0,1,0,0,3,9,+1
James Jones,17:30,2,4,.500,1,3,.333,0,0,,0,4,4,0,0,2,0,1,5,+6
Norris Cole,13:58,2,6,.333,0,2,.000,0,0,,1,2,3,2,0,0,1,2,4,-5
Mike Miller,11:22,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,4,0,-6
Joel Anthony,7:53,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-8
Ray Allen,28:41,3,13,.231,2,7,.286,1,1,1.000,1,4,5,0,0,0,2,1,9,-8
Shane Battier,27:31,2,5,.400,2,5,.400,0,1,.000,1,3,4,1,0,0,1,0,6,-7
Norris Cole,19:07,2,3,.667,1,1,1.000,0,0,,0,0,0,5,0,0,1,3,5,-14
Joel Anthony,8:28,0,0,,0,0,,0,0,,0,3,3,0,0,0,0,0,0,-2
Ray Allen,19:53,1,6,.167,0,1,.000,0,0,,0,5,5,1,0,1,2,2,2,-18
Norris Cole,19:52,1,2,.500,0,0,,0,0,,1,3,4,0,0,0,3,1,2,-12
Josh Harrellson,17:47,2,5,.400,0,3,.000,1,2,.500,1,1,2,0,0,1,1,3,5,-12
Joel Anthony,7:43,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,+5
Mike Miller,6:33,1,1,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,0,1,3,-10
Terrel Harris,3:13,0,0,,0,0,,3,4,.750,0,2,2,1,0,0,1,0,3,+2
James Jones,3:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
Ray Allen,32:46,6,9,.667,3,4,.750,2,2,1.000,1,0,1,0,4,0,0,3,17,+19
Shane Battier,25:59,0,3,.000,0,2,.000,0,0,,0,1,1,1,0,1,0,1,0,-8
Mike Miller,17:29,1,4,.250,1,3,.333,0,0,,1,2,3,4,1,0,0,3,3,+11
Joel Anthony,12:32,2,3,.667,0,0,,4,5,.800,3,0,3,0,0,1,1,0,8,+13
Norris Cole,7:04,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-1
